state,district,crop,year,season,area,production,yield
Andhra Pradesh,Kadapa,Coconut,2009,Whole Year,127,745965,5873.74
Andhra Pradesh,Kadapa,Coconut,2010,Whole Year,131,1143000,8725.19
Andhra Pradesh,Kadapa,Coconut,2011,Whole Year,132,1056480,8003.64
Andhra Pradesh,Kadapa,Coconut,2012,Whole Year,114,983000,8622.81
Andhra Pradesh,Kadapa,Coconut,2013,Whole Year,90,647000,7188.89
Andhra Pradesh,Kadapa,Coconut,2014,Whole Year,121,1500000,12396.69
Andhra Pradesh,Kadapa,Coconut,2015,Whole Year,121,1800000,14876.03
Andhra Pradesh,Kadapa,Coconut,2016,Whole Year,120,1700000,14166.67
Andhra Pradesh,Kadapa,Coconut,2017,Whole Year,117,1000000,8547.01
Andhra Pradesh,Kadapa,Coconut,2018,Whole Year,116,1200000,10344.83
Andhra Pradesh,Kadapa,Coconut,2019,Whole Year,113,2079000,18398.23
Andhra Pradesh,Khammam,Coconut,2000,Whole Year,1074,11107096,10341.8
Andhra Pradesh,Khammam,Coconut,2001,Whole Year,1106,11703240,10581.59
Andhra Pradesh,Khammam,Coconut,2002,Whole Year,1083,11850836,10942.6
Andhra Pradesh,Khammam,Coconut,2003,Whole Year,1050,11933140,11364.9
Andhra Pradesh,Khammam,Coconut,2004,Whole Year,1004,11482486,11436.74
Andhra Pradesh,Khammam,Coconut,2005,Whole Year,954,8023244,8410.11
Andhra Pradesh,Khammam,Coconut,2006,Whole Year,819,10348515,12635.55
Andhra Pradesh,Khammam,Coconut,2008,Whole Year,764,6972108,9125.8
Andhra Pradesh,Khammam,Coconut,2009,Whole Year,751,8289624,11038.11
Andhra Pradesh,Khammam,Coconut,2010,Whole Year,707,8281000,11712.87
Andhra Pradesh,Khammam,Coconut,2011,Whole Year,675,9260204,13718.82
Andhra Pradesh,Krishna,Coconut,2000,Whole Year,1520,16273950,10706.55
Andhra Pradesh,Krishna,Coconut,2001,Whole Year,1789,19782864,11058.06
Andhra Pradesh,Krishna,Coconut,2002,Whole Year,1889,21255984,11252.51
Andhra Pradesh,Krishna,Coconut,2003,Whole Year,1726,20407920,11823.82
Andhra Pradesh,Krishna,Coconut,2004,Whole Year,1693,19892568,11749.89
Andhra Pradesh,Krishna,Coconut,2005,Whole Year,1627,14192976,8723.4
Andhra Pradesh,Krishna,Coconut,2006,Whole Year,1648,21220329,12876.41
Andhra Pradesh,Krishna,Coconut,2008,Whole Year,2129,19439434,9130.78
Andhra Pradesh,Krishna,Coconut,2009,Whole Year,2090,23599014,11291.39
Andhra Pradesh,Krishna,Coconut,2010,Whole Year,1897,22495000,11858.2
Andhra Pradesh,Krishna,Coconut,2011,Whole Year,1965,27512912,14001.48
Andhra Pradesh,Krishna,Coconut,2012,Whole Year,2008,34309000,17086.16
Andhra Pradesh,Krishna,Coconut,2013,Whole Year,2053,34029000,16575.26
Andhra Pradesh,Krishna,Coconut,2014,Whole Year,1829,30000000,16402.41
Andhra Pradesh,Krishna,Coconut,2015,Whole Year,1872,27465000,14671.47
Andhra Pradesh,Krishna,Coconut,2016,Whole Year,997,13800000,13841.52
Andhra Pradesh,Krishna,Coconut,2017,Whole Year,1925,31700000,16467.53
Andhra Pradesh,Krishna,Coconut,2018,Whole Year,1899,37200000,19589.26
Andhra Pradesh,Krishna,Coconut,2019,Whole Year,1820,33490000,18401.1
Andhra Pradesh,Kurnool,Coconut,2000,Whole Year,99,425810,4301.11
Andhra Pradesh,Kurnool,Coconut,2001,Whole Year,110,374400,3403.64
Andhra Pradesh,Kurnool,Coconut,2002,Whole Year,100,425733,4257.33
Andhra Pradesh,Kurnool,Coconut,2003,Whole Year,86,342720,3985.12
Andhra Pradesh,Kurnool,Coconut,2004,Whole Year,64,486530,7602.03
Andhra Pradesh,Kurnool,Coconut,2005,Whole Year,60,227136,3785.6
Andhra Pradesh,Kurnool,Coconut,2006,Whole Year,52,421974,8114.88
Andhra Pradesh,Kurnool,Coconut,2008,Whole Year,71,646668,9108
Andhra Pradesh,Kurnool,Coconut,2009,Whole Year,49,289755,5913.37
Andhra Pradesh,Kurnool,Coconut,2010,Whole Year,51,445000,8725.49
Andhra Pradesh,Kurnool,Coconut,2011,Whole Year,15,119280,7952
Andhra Pradesh,Kurnool,Coconut,2012,Whole Year,16,138000,8625
Andhra Pradesh,Kurnool,Coconut,2013,Whole Year,8,58000,7250
Andhra Pradesh,Kurnool,Coconut,2019,Whole Year,5,92000,18400
Andhra Pradesh,Mahbubnagar,Coconut,2000,Whole Year,17,179872,10580.71
Andhra Pradesh,Mahbubnagar,Coconut,2001,Whole Year,10,110200,11020
Andhra Pradesh,Mahbubnagar,Coconut,2002,Whole Year,11,125708,11428
Andhra Pradesh,Mahbubnagar,Coconut,2003,Whole Year,12,141360,11780
Andhra Pradesh,Mahbubnagar,Coconut,2004,Whole Year,12,141468,11789
Andhra Pradesh,Mahbubnagar,Coconut,2005,Whole Year,13,113126,8702
Andhra Pradesh,Mahbubnagar,Coconut,2006,Whole Year,9,117153,13017
Andhra Pradesh,Mahbubnagar,Coconut,2008,Whole Year,8,74568,9321
Andhra Pradesh,Mahbubnagar,Coconut,2009,Whole Year,2,22344,11172
Andhra Pradesh,Mahbubnagar,Coconut,2010,Whole Year,4,49000,12250
Andhra Pradesh,Mahbubnagar,Coconut,2011,Whole Year,4,58424,14606
Andhra Pradesh,Medak,Coconut,2000,Whole Year,12,123662,10305.17
Andhra Pradesh,Medak,Coconut,2001,Whole Year,2,22040,11020
Andhra Pradesh,Medak,Coconut,2002,Whole Year,1,11428,11428
Andhra Pradesh,Medak,Coconut,2004,Whole Year,1,11789,11789
Andhra Pradesh,Medak,Coconut,2005,Whole Year,1,8702,8702
Andhra Pradesh,Medak,Coconut,2006,Whole Year,1,13017,13017
Andhra Pradesh,Nalgonda,Coconut,2000,Whole Year,20,202356,10117.8
Andhra Pradesh,Nalgonda,Coconut,2001,Whole Year,18,187340,10407.78
Andhra Pradesh,Nalgonda,Coconut,2002,Whole Year,21,228560,10883.81
Andhra Pradesh,Nalgonda,Coconut,2003,Whole Year,30,341620,11387.33
Andhra Pradesh,Nalgonda,Coconut,2004,Whole Year,26,306514,11789
Andhra Pradesh,Nalgonda,Coconut,2005,Whole Year,36,304570,8460.28
Andhra Pradesh,Nalgonda,Coconut,2006,Whole Year,34,429561,12634.15
Andhra Pradesh,Nalgonda,Coconut,2010,Whole Year,3,37000,12333.33
Andhra Pradesh,Nalgonda,Coconut,2011,Whole Year,3,43818,14606
Andhra Pradesh,Nizamabad,Coconut,2000,Whole Year,5,56210,11242
Andhra Pradesh,Nizamabad,Coconut,2008,Whole Year,12,111852,9321
Andhra Pradesh,Nizamabad,Coconut,2009,Whole Year,4,44688,11172
Andhra Pradesh,Nizamabad,Coconut,2010,Whole Year,4,49000,12250
Andhra Pradesh,Nizamabad,Coconut,2011,Whole Year,2,29212,14606
Andhra Pradesh,Prakasam,Coconut,2000,Whole Year,209,2240700,10721.05
Andhra Pradesh,Prakasam,Coconut,2001,Whole Year,202,2195568,10869.15
Andhra Pradesh,Prakasam,Coconut,2002,Whole Year,202,2267460,11225.05
Andhra Pradesh,Prakasam,Coconut,2003,Whole Year,200,2369640,11848.2
Andhra Pradesh,Prakasam,Coconut,2004,Whole Year,202,2373274,11748.88
Andhra Pradesh,Prakasam,Coconut,2005,Whole Year,123,1077384,8759.22
Andhra Pradesh,Prakasam,Coconut,2006,Whole Year,100,1287287,12872.87
Andhra Pradesh,Prakasam,Coconut,2008,Whole Year,63,577778,9171.08
Andhra Pradesh,Prakasam,Coconut,2009,Whole Year,61,684360,11219.02
Andhra Pradesh,Prakasam,Coconut,2010,Whole Year,73,865000,11849.32
Andhra Pradesh,Prakasam,Coconut,2011,Whole Year,47,655424,13945.19
Andhra Pradesh,Prakasam,Coconut,2012,Whole Year,39,666000,17076.92
Andhra Pradesh,Prakasam,Coconut,2013,Whole Year,39,646000,16564.1
Andhra Pradesh,Prakasam,Coconut,2014,Whole Year,37,600000,16216.22
Andhra Pradesh,Prakasam,Coconut,2015,Whole Year,40,600000,15000
Andhra Pradesh,Prakasam,Coconut,2016,Whole Year,40,600000,15000
Andhra Pradesh,Prakasam,Coconut,2019,Whole Year,19,350000,18421.05
Andhra Pradesh,Rangareddi,Coconut,2000,Whole Year,23,236082,10264.43
Andhra Pradesh,Rangareddi,Coconut,2001,Whole Year,13,143260,11020
Andhra Pradesh,Rangareddi,Coconut,2002,Whole Year,13,148564,11428
Andhra Pradesh,Rangareddi,Coconut,2003,Whole Year,11,129580,11780
Andhra Pradesh,Rangareddi,Coconut,2004,Whole Year,14,165046,11789
Andhra Pradesh,Rangareddi,Coconut,2005,Whole Year,13,113126,8702
Andhra Pradesh,Rangareddi,Coconut,2006,Whole Year,11,143187,13017
Andhra Pradesh,Rangareddi,Coconut,2008,Whole Year,1,9321,9321
Andhra Pradesh,Rangareddi,Coconut,2009,Whole Year,2,22344,11172
Andhra Pradesh,Rangareddi,Coconut,2010,Whole Year,5,61000,12200
Andhra Pradesh,Rangareddi,Coconut,2011,Whole Year,1,14606,14606
Andhra Pradesh,Spsr Nellore,Coconut,2000,Whole Year,422,4516050,10701.54
Andhra Pradesh,Spsr Nellore,Coconut,2001,Whole Year,590,6518448,11048.22
Andhra Pradesh,Spsr Nellore,Coconut,2002,Whole Year,599,6744240,11259.17
Andhra Pradesh,Spsr Nellore,Coconut,2003,Whole Year,487,5754840,11816.92
Andhra Pradesh,Spsr Nellore,Coconut,2004,Whole Year,536,6296928,11748
Andhra Pradesh,Spsr Nellore,Coconut,2005,Whole Year,511,4460904,8729.75
Andhra Pradesh,Spsr Nellore,Coconut,2006,Whole Year,511,6582416,12881.44
Andhra Pradesh,Spsr Nellore,Coconut,2008,Whole Year,800,7306096,9132.62
Andhra Pradesh,Spsr Nellore,Coconut,2009,Whole Year,800,9033552,11291.94
Andhra Pradesh,Spsr Nellore,Coconut,2010,Whole Year,788,9339000,11851.52
Andhra Pradesh,Spsr Nellore,Coconut,2011,Whole Year,769,10769808,14004.95
Andhra Pradesh,Spsr Nellore,Coconut,2012,Whole Year,735,12558000,17085.71
Andhra Pradesh,Spsr Nellore,Coconut,2013,Whole Year,543,9000000,16574.59
Andhra Pradesh,Spsr Nellore,Coconut,2014,Whole Year,491,6000000,12219.96
Andhra Pradesh,Spsr Nellore,Coconut,2015,Whole Year,498,5976000,12000
Andhra Pradesh,Spsr Nellore,Coconut,2016,Whole Year,466,6400000,13733.91
Andhra Pradesh,Spsr Nellore,Coconut,2017,Whole Year,406,5700000,14039.41
Andhra Pradesh,Spsr Nellore,Coconut,2018,Whole Year,376,6600000,17553.19
Andhra Pradesh,Spsr Nellore,Coconut,2019,Whole Year,390,7176000,18400
Andhra Pradesh,Srikakulam,Coconut,2000,Whole Year,13576,99117270,7300.92
Andhra Pradesh,Srikakulam,Coconut,2001,Whole Year,13645,131830848,9661.48
Andhra Pradesh,Srikakulam,Coconut,2002,Whole Year,13682,112823694,8246.14
Andhra Pradesh,Srikakulam,Coconut,2003,Whole Year,13709,136160080,9932.17
Andhra Pradesh,Srikakulam,Coconut,2004,Whole Year,13744,99616798,7248.02
Andhra Pradesh,Srikakulam,Coconut,2005,Whole Year,13749,108020616,7856.62
Andhra Pradesh,Srikakulam,Coconut,2006,Whole Year,14228,124788642,8770.64
Andhra Pradesh,Srikakulam,Coconut,2008,Whole Year,14615,110893120,7587.62
Andhra Pradesh,Srikakulam,Coconut,2009,Whole Year,14619,142645888,9757.57
Andhra Pradesh,Srikakulam,Coconut,2010,Whole Year,14619,147532000,10091.8
Andhra Pradesh,Srikakulam,Coconut,2011,Whole Year,14636,169696800,11594.48
Andhra Pradesh,Srikakulam,Coconut,2012,Whole Year,14421,306951000,21285
Andhra Pradesh,Srikakulam,Coconut,2013,Whole Year,13812,249859000,18089.99
Andhra Pradesh,Srikakulam,Coconut,2014,Whole Year,13811,167800000,12149.74
Andhra Pradesh,Srikakulam,Coconut,2015,Whole Year,14753,175100000,11868.77
Andhra Pradesh,Srikakulam,Coconut,2016,Whole Year,14777,203900000,13798.47
Andhra Pradesh,Srikakulam,Coconut,2017,Whole Year,14508,98700000,6803.14
Andhra Pradesh,Srikakulam,Coconut,2018,Whole Year,14706,209700000,14259.49
Andhra Pradesh,Srikakulam,Coconut,2019,Whole Year,14735,108199000,7342.99
Andhra Pradesh,Visakhapatanam,Coconut,2000,Whole Year,7229,60016968,8302.25
Andhra Pradesh,Visakhapatanam,Coconut,2001,Whole Year,7232,56150010,7764.11
Andhra Pradesh,Visakhapatanam,Coconut,2002,Whole Year,7230,30987756,4286
Andhra Pradesh,Visakhapatanam,Coconut,2003,Whole Year,7045,45965248,6524.52
Andhra Pradesh,Visakhapatanam,Coconut,2004,Whole Year,6928,56971676,8223.39
Andhra Pradesh,Visakhapatanam,Coconut,2005,Whole Year,6979,62196030,8911.88
Andhra Pradesh,Visakhapatanam,Coconut,2006,Whole Year,6924,80139794,11574.2
Andhra Pradesh,Visakhapatanam,Coconut,2008,Whole Year,7528,81264760,10795
Andhra Pradesh,Visakhapatanam,Coconut,2009,Whole Year,7377,82932234,11242
Andhra Pradesh,Visakhapatanam,Coconut,2010,Whole Year,7763,69287000,8925.29
Andhra Pradesh,Visakhapatanam,Coconut,2011,Whole Year,7054,72295470,10248.86
Andhra Pradesh,Visakhapatanam,Coconut,2012,Whole Year,6116,99838000,16324.07
Andhra Pradesh,Visakhapatanam,Coconut,2013,Whole Year,5999,76721000,12788.96
Andhra Pradesh,Visakhapatanam,Coconut,2014,Whole Year,7416,130500000,17597.09
Andhra Pradesh,Visakhapatanam,Coconut,2015,Whole Year,7300,102200000,14000
Andhra Pradesh,Visakhapatanam,Coconut,2016,Whole Year,7548,104200000,13804.98
Andhra Pradesh,Visakhapatanam,Coconut,2017,Whole Year,7226,113200000,15665.65
Andhra Pradesh,Visakhapatanam,Coconut,2018,Whole Year,7359,106000000,14404.13
Andhra Pradesh,Visakhapatanam,Coconut,2019,Whole Year,7420,98612000,13290.03
Andhra Pradesh,Vizianagaram,Coconut,2000,Whole Year,2962,31704750,10703.83
Andhra Pradesh,Vizianagaram,Coconut,2001,Whole Year,3102,34298640,11056.94
Andhra Pradesh,Vizianagaram,Coconut,2002,Whole Year,3169,35663076,11253.73
Andhra Pradesh,Vizianagaram,Coconut,2003,Whole Year,3153,37285560,11825.42
Andhra Pradesh,Vizianagaram,Coconut,2004,Whole Year,3084,36243114,11751.98
Andhra Pradesh,Vizianagaram,Coconut,2005,Whole Year,3048,26596248,8725.8
Andhra Pradesh,Vizianagaram,Coconut,2006,Whole Year,3048,39242347,12874.79
Andhra Pradesh,Vizianagaram,Coconut,2008,Whole Year,2992,27323308,9132.12
Andhra Pradesh,Vizianagaram,Coconut,2009,Whole Year,3154,35609532,11290.28
Andhra Pradesh,Vizianagaram,Coconut,2010,Whole Year,1909,22643000,11861.18
Andhra Pradesh,Vizianagaram,Coconut,2011,Whole Year,2689,37657088,14004.12
Andhra Pradesh,Vizianagaram,Coconut,2012,Whole Year,2549,43552000,17085.92
Andhra Pradesh,Vizianagaram,Coconut,2013,Whole Year,2630,43592000,16574.9
Andhra Pradesh,Vizianagaram,Coconut,2014,Whole Year,2534,27900000,11010.26
Andhra Pradesh,Vizianagaram,Coconut,2015,Whole Year,2793,27930000,10000
Andhra Pradesh,Vizianagaram,Coconut,2016,Whole Year,2870,39600000,13797.91
Andhra Pradesh,Vizianagaram,Coconut,2017,Whole Year,2913,35000000,12015.1
Andhra Pradesh,Vizianagaram,Coconut,2018,Whole Year,2913,41000000,14074.84
Andhra Pradesh,Vizianagaram,Coconut,2019,Whole Year,2859,40026000,14000
Andhra Pradesh,West Godavari,Coconut,2000,Whole Year,21657,250628448,11572.63
Andhra Pradesh,West Godavari,Coconut,2001,Whole Year,22287,208041750,9334.67
Andhra Pradesh,West Godavari,Coconut,2002,Whole Year,22093,224101800,10143.57
Andhra Pradesh,West Godavari,Coconut,2003,Whole Year,21985,226058352,10282.39
Andhra Pradesh,West Godavari,Coconut,2004,Whole Year,21868,249596424,11413.77
Andhra Pradesh,West Godavari,Coconut,2005,Whole Year,22564,276183360,12240
Andhra Pradesh,West Godavari,Coconut,2006,Whole Year,22664,383806080,16934.61
Andhra Pradesh,West Godavari,Coconut,2008,Whole Year,22435,177186204,7897.76
Andhra Pradesh,West Godavari,Coconut,2009,Whole Year,20504,289443441,14116.44
Andhra Pradesh,West Godavari,Coconut,2010,Whole Year,20437,292704000,14322.26
Andhra Pradesh,West Godavari,Coconut,2011,Whole Year,20551,343423125,16710.77
